year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,display_order,data_value_footnote_symbol,data_value_footnote
2019,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,52,92.8,%,Crude Prevalence,BRFSS,CLASS05,TOPIC19,99,BO1,CAT1,DIFFALON,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,52,3.8,%,Crude Prevalence,BRFSS,CLASS05,TOPIC19,99,BO1,CAT1,DIFFDRES,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,52,96.2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC19,99,BO1,CAT1,DIFFDRES,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,52,13.6,%,Crude Prevalence,BRFSS,CLASS05,TOPIC19,99,BO1,CAT1,DIFFWALK,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,52,86.4,%,Crude Prevalence,BRFSS,CLASS05,TOPIC19,99,BO1,CAT1,DIFFWALK,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,52,10.7,%,Crude Prevalence,BRFSS,CLASS05,TOPIC21,99,BO1,CAT1,EDUCA,RESP021,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,52,29,%,Crude Prevalence,BRFSS,CLASS05,TOPIC21,99,BO1,CAT1,EDUCA,RESP022,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,52,31.4,%,Crude Prevalence,BRFSS,CLASS05,TOPIC21,99,BO1,CAT1,EDUCA,RESP023,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,52,27.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC21,99,BO1,CAT1,EDUCA,RESP024,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,52,2.6,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP027,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,52,2.2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP028,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Student,Overall,Overall,52,5.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP030,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Retired,Overall,Overall,52,19.4,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP031,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,52,6.3,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP032,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Employed,Overall,Overall,52,49,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP137,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,52,5.2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP141,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,52,9.3,%,Crude Prevalence,BRFSS,CLASS05,TOPIC22,99,BO1,CAT1,EMPLOY1,RESP172,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,52,8.2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC33,99,BO1,CAT1,INCOME,RESP016,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,52,15,%,Crude Prevalence,BRFSS,CLASS05,TOPIC33,99,BO1,CAT1,INCOME,RESP017,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,52,9.8,%,Crude Prevalence,BRFSS,CLASS05,TOPIC33,99,BO1,CAT1,INCOME,RESP018,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,52,13.8,%,Crude Prevalence,BRFSS,CLASS05,TOPIC33,99,BO1,CAT1,INCOME,RESP019,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,52,52.5,%,Crude Prevalence,BRFSS,CLASS05,TOPIC33,99,BO1,CAT1,INCOME,RESP020,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,52,51.4,%,Crude Prevalence,BRFSS,CLASS05,TOPIC38,99,BO1,CAT1,MARITAL,RESP033,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,52,11.2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC38,99,BO1,CAT1,MARITAL,RESP034,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,52,6.8,%,Crude Prevalence,BRFSS,CLASS05,TOPIC38,99,BO1,CAT1,MARITAL,RESP035,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,52,2.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC38,99,BO1,CAT1,MARITAL,RESP036,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,52,23.7,%,Crude Prevalence,BRFSS,CLASS05,TOPIC38,99,BO1,CAT1,MARITAL,RESP037,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,52,4.8,%,Crude Prevalence,BRFSS,CLASS05,TOPIC38,99,BO1,CAT1,MARITAL,RESP038,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,52,1.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC39,99,BO1,CAT1,_CHLDCNT,RESP090,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,52,2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC39,99,BO1,CAT1,_CHLDCNT,RESP091,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,52,5.3,%,Crude Prevalence,BRFSS,CLASS05,TOPIC39,99,BO1,CAT1,_CHLDCNT,RESP092,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,52,12.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC39,99,BO1,CAT1,_CHLDCNT,RESP093,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,52,14.2,%,Crude Prevalence,BRFSS,CLASS05,TOPIC39,99,BO1,CAT1,_CHLDCNT,RESP094,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,52,65.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC39,99,BO1,CAT1,_CHLDCNT,RESP095,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,52,8.4,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP007,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"White, non-Hispanic",Overall,Overall,52,71.9,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP194,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"Black, non-Hispanic",Overall,Overall,52,6.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP195,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"American Indian or Alaskan native, non-Hispanic",Overall,Overall,50,1.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP196,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"Asian, non-Hispanic",Overall,Overall,52,2.3,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP197,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"Native Hawaiian or other Pacific Islander, non-Hispanic",Overall,Overall,51,,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP198,1,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"Other race, non-Hispanic",Overall,Overall,52,0.5,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP199,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Race,What is your race/ethnicity?,"Multiracial, non-Hispanic",Overall,Overall,52,1.3,%,Crude Prevalence,BRFSS,CLASS05,TOPIC48,99,BO1,CAT1,RACE8,RESP200,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,52,69.3,%,Crude Prevalence,BRFSS,CLASS05,TOPIC49,99,BO1,CAT1,RENTHOM1,RESP003,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,52,24.6,%,Crude Prevalence,BRFSS,CLASS05,TOPIC49,99,BO1,CAT1,RENTHOM1,RESP004,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,52,6,%,Crude Prevalence,BRFSS,CLASS05,TOPIC49,99,BO1,CAT1,RENTHOM1,RESP009,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Sex,Gender of respondent,Male,Overall,Overall,52,48.9,%,Crude Prevalence,BRFSS,CLASS05,TOPIC51,99,BO1,CAT1,SEX,RESP001,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Sex,Gender of respondent,Female,Overall,Overall,52,51.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC51,99,BO1,CAT1,SEX,RESP002,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,52,11.1,%,Crude Prevalence,BRFSS,CLASS05,TOPIC61,99,BO1,CAT1,VETERAN3,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,52,88.9,%,Crude Prevalence,BRFSS,CLASS05,TOPIC61,99,BO1,CAT1,VETERAN3,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Hearing,Adults who reported being deaf,Yes,Overall,Overall,52,7,%,Crude Prevalence,BRFSS,CLASS05,TOPIC70,99,BO1,CAT1,DEAF,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Demographics,Hearing,Adults who reported being deaf,No,Overall,Overall,52,93,%,Crude Prevalence,BRFSS,CLASS05,TOPIC70,99,BO1,CAT1,DEAF,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Fruit Consumption,Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions),One or more times per day,Overall,Overall,52,60.2,%,Crude Prevalence,BRFSS,CLASS06,TOPIC27,99,BO1,CAT1,_FRTLT1A,RESP077,1,,
2019,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Fruit Consumption,Consumed fruit less than one time per day (variable calculated from one or more BRFSS questions),Less than one time per day,Overall,Overall,52,39.8,%,Crude Prevalence,BRFSS,CLASS06,TOPIC27,99,BO1,CAT1,_FRTLT1A,RESP078,1,,
2019,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Vegetable Consumption,Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions),One or more times per day,Overall,Overall,52,79.6,%,Crude Prevalence,BRFSS,CLASS06,TOPIC60,99,BO1,CAT1,_VEGLT1A,RESP077,1,,
2019,US,"All States, DC and Territories (median) **",Fruits and Vegetables,Vegetable Consumption,Consumed vegetables less than one time per day (variable calculated from one or more BRFSS questions),Less than one time per day,Overall,Overall,52,20.4,%,Crude Prevalence,BRFSS,CLASS06,TOPIC60,99,BO1,CAT1,_VEGLT1A,RESP078,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,52,12.6,%,Crude Prevalence,BRFSS,CLASS07,TOPIC28,99,BO1,CAT1,MEDCOST,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,52,87.4,%,Crude Prevalence,BRFSS,CLASS07,TOPIC28,99,BO1,CAT1,MEDCOST,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,52,89,%,Crude Prevalence,BRFSS,CLASS07,TOPIC29,99,BO1,CAT1,HLTHPLN1,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,52,11,%,Crude Prevalence,BRFSS,CLASS07,TOPIC29,99,BO1,CAT1,HLTHPLN1,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,52,77.6,%,Crude Prevalence,BRFSS,CLASS07,TOPIC36,99,BO1,CAT1,CHECKUP1,RESP063,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,52,10.7,%,Crude Prevalence,BRFSS,CLASS07,TOPIC36,99,BO1,CAT1,CHECKUP1,RESP064,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,52,6.2,%,Crude Prevalence,BRFSS,CLASS07,TOPIC36,99,BO1,CAT1,CHECKUP1,RESP065,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,52,5.5,%,Crude Prevalence,BRFSS,CLASS07,TOPIC36,99,BO1,CAT1,CHECKUP1,RESP066,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,52,0.7,%,Crude Prevalence,BRFSS,CLASS07,TOPIC36,99,BO1,CAT1,CHECKUP1,RESP067,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,52,68.9,%,Crude Prevalence,BRFSS,CLASS07,TOPIC43,99,BO1,CAT1,PERSDOC2,RESP050,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,52,6.6,%,Crude Prevalence,BRFSS,CLASS07,TOPIC43,99,BO1,CAT1,PERSDOC2,RESP053,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,52,23,%,Crude Prevalence,BRFSS,CLASS07,TOPIC43,99,BO1,CAT1,PERSDOC2,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,86.4,%,Crude Prevalence,BRFSS,CLASS07,TOPIC59,99,BO1,CAT1,_HCVU651,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,13.6,%,Crude Prevalence,BRFSS,CLASS07,TOPIC59,99,BO1,CAT1,_HCVU651,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,52,81.8,%,Crude Prevalence,BRFSS,CLASS08,TOPIC24,99,BO1,CAT1,_RFHLTH,RESP061,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,52,18.2,%,Crude Prevalence,BRFSS,CLASS08,TOPIC24,99,BO1,CAT1,_RFHLTH,RESP062,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Excellent,Overall,Overall,52,17.4,%,Crude Prevalence,BRFSS,CLASS08,TOPIC41,99,BO1,CAT1,GENHLTH,RESP056,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Very good,Overall,Overall,52,33,%,Crude Prevalence,BRFSS,CLASS08,TOPIC41,99,BO1,CAT1,GENHLTH,RESP057,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Good,Overall,Overall,52,32.4,%,Crude Prevalence,BRFSS,CLASS08,TOPIC41,99,BO1,CAT1,GENHLTH,RESP058,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,52,13.6,%,Crude Prevalence,BRFSS,CLASS08,TOPIC41,99,BO1,CAT1,GENHLTH,RESP059,1,,
2019,US,"All States, DC and Territories (median) **",Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,52,4.5,%,Crude Prevalence,BRFSS,CLASS08,TOPIC41,99,BO1,CAT1,GENHLTH,RESP060,1,,
2019,US,"All States, DC and Territories (median) **",HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,Overall,Overall,52,39.9,%,Crude Prevalence,BRFSS,CLASS09,TOPIC32,99,BO1,CAT1,HIVTST7,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,Overall,Overall,52,60.1,%,Crude Prevalence,BRFSS,CLASS09,TOPIC32,99,BO1,CAT1,HIVTST7,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Hypertension Awareness,High Blood Pressure,Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,32.3,%,Crude Prevalence,BRFSS,CLASS10,TOPIC31,99,BO1,CAT1,_RFHYPE5,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Hypertension Awareness,High Blood Pressure,Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,67.7,%,Crude Prevalence,BRFSS,CLASS10,TOPIC31,99,BO1,CAT1,_RFHYPE5,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,64,%,Crude Prevalence,BRFSS,CLASS11,TOPIC26,99,BO1,CAT1,_FLSHOT7,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,36,%,Crude Prevalence,BRFSS,CLASS11,TOPIC26,99,BO1,CAT1,_FLSHOT7,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,73.1,%,Crude Prevalence,BRFSS,CLASS11,TOPIC46,99,BO1,CAT1,_PNEUMO3,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,26.9,%,Crude Prevalence,BRFSS,CLASS11,TOPIC46,99,BO1,CAT1,_PNEUMO3,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?","Yes, Tdap",Overall,Overall,52,29.5,%,Crude Prevalence,BRFSS,CLASS11,TOPIC58,99,BO1,CAT1,TETANUS1,RESP047,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?","Yes, not Tdap",Overall,Overall,52,7.7,%,Crude Prevalence,BRFSS,CLASS11,TOPIC58,99,BO1,CAT1,TETANUS1,RESP048,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?","Yes, not sure what type",Overall,Overall,52,34.1,%,Crude Prevalence,BRFSS,CLASS11,TOPIC58,99,BO1,CAT1,TETANUS1,RESP049,1,,
2019,US,"All States, DC and Territories (median) **",Immunization,Tetanus Shot,"Since 2005, have you had a tetanus shot?",No,Overall,Overall,52,27.9,%,Crude Prevalence,BRFSS,CLASS11,TOPIC58,99,BO1,CAT1,TETANUS1,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,52,32.4,%,Crude Prevalence,BRFSS,CLASS14,TOPIC09,99,BO1,CAT1,_BMI5CAT,RESP039,1,,
2019,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,52,34.6,%,Crude Prevalence,BRFSS,CLASS14,TOPIC09,99,BO1,CAT1,_BMI5CAT,RESP040,1,,
2019,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,52,30.5,%,Crude Prevalence,BRFSS,CLASS14,TOPIC09,99,BO1,CAT1,_BMI5CAT,RESP041,1,,
2019,US,"All States, DC and Territories (median) **",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,52,1.8,%,Crude Prevalence,BRFSS,CLASS14,TOPIC09,99,BO1,CAT1,_BMI5CAT,RESP042,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,49.9,%,Crude Prevalence,BRFSS,CLASS15,TOPIC01,99,BO1,CAT1,_PAINDX2,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,50.1,%,Crude Prevalence,BRFSS,CLASS15,TOPIC01,99,BO1,CAT1,_PAINDX2,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,52,73.6,%,Crude Prevalence,BRFSS,CLASS15,TOPIC23,99,BO1,CAT1,_TOTINDA,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,Overall,Overall,52,26.4,%,Crude Prevalence,BRFSS,CLASS15,TOPIC23,99,BO1,CAT1,_TOTINDA,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,22.8,%,Crude Prevalence,BRFSS,CLASS15,TOPIC45,99,BO1,CAT1,_PASTAE2,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,77.2,%,Crude Prevalence,BRFSS,CLASS15,TOPIC45,99,BO1,CAT1,_PASTAE2,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Strength Activity,Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,35.7,%,Crude Prevalence,BRFSS,CLASS15,TOPIC56,99,BO1,CAT1,_PASTRNG,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Physical Activity,Strength Activity,Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,64.4,%,Crude Prevalence,BRFSS,CLASS15,TOPIC56,99,BO1,CAT1,_PASTRNG,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,16,%,Crude Prevalence,BRFSS,CLASS17,TOPIC15,99,BO1,CAT1,_RFSMOK3,RESP046,1,,
2019,US,"All States, DC and Territories (median) **",Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,52,84,%,Crude Prevalence,BRFSS,CLASS17,TOPIC15,99,BO1,CAT1,_RFSMOK3,RESP054,1,,
2019,US,"All States, DC and Territories (median) **",Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,Overall,Overall,52,2.2,%,Crude Prevalence,BRFSS,CLASS17,TOPIC54,99,BO1,CAT1,USENOW3,RESP079,1,,
2019,US,"All States, DC and Territories (median) **",Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,Overall,Overall,52,1.8,%,Crude Prevalence,BRFSS,CLASS17,TOPIC54,99,BO1,CAT1,USENOW3,RESP080,1,,
2019,US,"All States, DC and Territories (median) **",Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,Overall,Overall,52,95.8,%,Crude Prevalence,BRFSS,CLASS17,TOPIC54,99,BO1,CAT1,USENOW3,RESP081,1,,
